s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 1.4000391E+001, 2.8658443E+001,-1.1317713E+001,-1.1754406E+001,-2.1730429E+000, 1.6649193E-002, 0.0000000E+000, 0.0000000E+000, 3.1623328E+000, 3.4299296E+000,-6.2062898E-001, 1.1982356E-003,-8.6541262E-003
 1.4200575E+001, 3.1443600E+001,-1.2198069E+001,-1.2075557E+001,-2.6708447E+000, 1.6139448E-002, 0.0000000E+000, 0.0000000E+000, 4.4336910E+000, 4.5152686E+000,-6.1925646E-001, 1.2136161E-003,-8.8358409E-003
 1.4400001E+001, 2.7368180E+001,-1.0746424E+001,-1.3422798E+001,-2.7601892E+000, 1.6620745E-002, 0.0000000E+000, 0.0000000E+000, 3.0730589E-001, 4.5538997E-001,-6.1418157E-001, 1.2335892E-003,-9.6282786E-003
 1.4600184E+001, 2.7054612E+001,-1.0452292E+001,-1.3246275E+001,-2.8334011E+000, 1.6542292E-002, 0.0000000E+000, 0.0000000E+000, 3.8306285E-001, 5.3918600E-001,-6.1485790E-001, 1.2536535E-003,-9.5309292E-003
 1.4800369E+001, 3.0158512E+001,-1.1765197E+001,-1.2342993E+001,-2.6828808E+000, 1.7404355E-002, 0.0000000E+000, 0.0000000E+000, 3.1776486E+000, 3.3848448E+000,-6.1833616E-001, 1.2743315E-003,-8.9310536E-003
 1.5000553E+001, 2.9400653E+001,-1.1336077E+001,-1.2563567E+001,-2.7181619E+000, 1.7664740E-002, 0.0000000E+000, 0.0000000E+000, 2.3688490E+000, 2.8005106E+000,-6.1742331E-001, 1.2946578E-003,-9.0813652E-003
 1.5200737E+001, 3.3290619E+001,-1.2997682E+001,-1.3427401E+001,-2.5326318E+000, 1.7747082E-002, 0.0000000E+000, 0.0000000E+000, 4.4003738E+000, 4.3506504E+000,-6.1386077E-001, 1.3056559E-003,-9.6939214E-003
 1.5400163E+001, 3.3485682E+001,-1.3001560E+001,-1.3135922E+001,-2.9904277E+000, 1.7383604E-002, 0.0000000E+000, 0.0000000E+000, 4.0656985E+000, 4.3751558E+000,-6.1489663E-001, 1.3082791E-003,-9.5598220E-003
 1.5600347E+001, 2.6363532E+001,-1.0452152E+001,-1.6045950E+001,-2.4545247E+000, 1.7347420E-002, 0.0000000E+000, 0.0000000E+000,-2.8358839E+000,-2.5717470E+000,-6.0361366E-001, 1.3109474E-003,-1.1560104E-002
 1.5800530E+001, 2.8286154E+001,-1.1012698E+001,-1.5362658E+001,-2.5312096E+000, 1.7665270E-002, 0.0000000E+000, 0.0000000E+000,-5.5378247E-001,-6.0274693E-001,-6.0625618E-001, 1.3134649E-003,-1.1093341E-002
 1.6000715E+001, 3.0802023E+001,-1.1950615E+001,-1.7940212E+001,-2.4388507E+000, 1.8107407E-002, 0.0000000E+000, 0.0000000E+000,-1.7533588E+000,-1.5095470E+000,-5.9610498E-001, 1.3159177E-003,-1.2744599E-002
 1.6200140E+001, 3.2728217E+001,-1.2702377E+001,-1.7448878E+001,-2.7872196E+000, 1.8815744E-002, 0.0000000E+000, 0.0000000E+000,-5.0972382E-001,-1.9144232E-001,-5.9784898E-001, 1.3191497E-003,-1.2526546E-002
 1.6400324E+001, 3.2614714E+001,-1.2645041E+001,-1.3269292E+001,-2.8298477E+000, 1.9231041E-002, 0.0000000E+000, 0.0000000E+000, 3.6318812E+000, 3.8897635E+000,-6.1437520E-001, 1.3223176E-003,-9.6886463E-003
 1.6600508E+001, 3.4107584E+001,-1.2702881E+001,-1.7429794E+001,-2.9039869E+000, 1.9118025E-002, 0.0000000E+000, 0.0000000E+000, 9.6346874E-001, 1.0900399E+000,-5.9783954E-001, 1.3255851E-003,-1.2560642E-002
 1.6800692E+001, 3.1498774E+001,-1.1918280E+001,-1.6904986E+001,-2.6177566E+000, 2.0131457E-002, 0.0000000E+000, 0.0000000E+000,-8.5601515E-002, 7.7882835E-002,-6.0002547E-001, 1.3289128E-003,-1.2161350E-002
 1.7000118E+001, 3.0118402E+001,-1.1816723E+001,-1.6680015E+001,-2.9398684E+000, 2.0056893E-002, 0.0000000E+000, 0.0000000E+000,-1.5497139E+000,-1.2981477E+000,-6.0098045E-001, 1.3331150E-003,-1.2011316E-002
 1.7200302E+001, 3.1608031E+001,-1.2284430E+001,-1.5046352E+001,-3.0300860E+000, 1.9776329E-002, 0.0000000E+000, 0.0000000E+000, 1.0265919E+000, 1.2669391E+000,-6.0741216E-001, 1.3380958E-003,-1.0844080E-002
 1.7400486E+001, 3.0086475E+001,-1.1581788E+001,-1.3526965E+001,-2.6798808E+000, 1.9775758E-002, 0.0000000E+000, 0.0000000E+000, 2.2466243E+000, 2.3176169E+000,-6.1348081E-001, 1.3417477E-003,-9.7743232E-003
 1.7600670E+001, 3.0562250E+001,-1.1670128E+001,-1.5156081E+001,-2.5239504E+000, 2.0527784E-002, 0.0000000E+000, 0.0000000E+000, 9.9392316E-001, 1.2326189E+000,-6.0696436E-001, 1.3448938E-003,-1.0956864E-002
 1.7800097E+001, 3.0048591E+001,-1.1689333E+001,-1.8181371E+001,-2.8172807E+000, 2.0861311E-002, 0.0000000E+000, 0.0000000E+000,-2.6295571E+000,-2.6185322E+000,-5.9514420E-001, 1.3471376E-003,-1.2929890E-002
 1.8000280E+001, 3.6473172E+001,-1.3921140E+001,-1.6400974E+001,-2.8060383E+000, 2.1711067E-002, 0.0000000E+000, 0.0000000E+000, 2.9592388E+000, 3.3667317E+000,-6.0187733E-001, 1.3501999E-003,-1.1768236E-002
 1.8200464E+001, 3.4243026E+001,-1.3370141E+001,-1.5601301E+001,-2.7980845E+000, 2.2196859E-002, 0.0000000E+000, 0.0000000E+000, 2.3512935E+000, 2.4956959E+000,-6.0512190E-001, 1.3544683E-003,-1.1197436E-002
 1.8400648E+001, 3.3646261E+001,-1.3046980E+001,-1.2800927E+001,-3.1103513E+000, 2.1943807E-002, 0.0000000E+000, 0.0000000E+000, 4.5303899E+000, 4.7099466E+000,-6.1627395E-001, 1.3563547E-003,-9.2737233E-003
 1.8600073E+001, 2.9210537E+001,-1.1548851E+001,-1.5322701E+001,-2.5354848E+000, 2.2911550E-002, 0.0000000E+000, 0.0000000E+000,-3.3793820E-001,-1.7358840E-001,-6.0644598E-001, 1.3584318E-003,-1.0975882E-002
 1.8800257E+001, 3.8483914E+001,-1.5407558E+001,-1.2029644E+001,-2.6599815E+000, 2.2532846E-002, 0.0000000E+000, 0.0000000E+000, 8.3019937E+000, 8.4092627E+000,-6.1910615E-001, 1.3617291E-003,-8.8351936E-003
 1.9000441E+001, 3.2406994E+001,-1.2626518E+001,-1.9919095E+001,-2.7013642E+000, 2.2275149E-002, 0.0000000E+000, 0.0000000E+000,-3.1074159E+000,-2.8177080E+000,-5.8810476E-001, 1.3631422E-003,-1.4127766E-002
 1.9200624E+001, 3.5825768E+001,-1.3776884E+001,-1.9938929E+001,-2.8656640E+000, 2.2280432E-002, 0.0000000E+000, 0.0000000E+000,-5.2537768E-001,-7.3342836E-001,-5.8794822E-001, 1.3655766E-003,-1.4091859E-002
 1.9400051E+001, 2.8358068E+001,-1.0925159E+001,-1.8980853E+001,-3.1639450E+000, 2.1877321E-002, 0.0000000E+000, 0.0000000E+000,-5.1002018E+000,-4.6900116E+000,-5.9188545E-001, 1.3663205E-003,-1.3571067E-002
 1.9600235E+001, 3.3915742E+001,-1.2629016E+001,-1.4073735E+001,-2.8470101E+000, 2.2596804E-002, 0.0000000E+000, 0.0000000E+000, 4.3400947E+000, 4.3885773E+000,-6.1098994E-001, 1.3658734E-003,-1.0322004E-002
 1.9800419E+001, 2.7365739E+001,-1.0559107E+001,-1.6324621E+001,-2.6747998E+000, 2.3567350E-002, 0.0000000E+000, 0.0000000E+000,-2.2357200E+000,-2.1692222E+000,-6.0226649E-001, 1.3658989E-003,-1.1944379E-002
 2.0000603E+001, 3.5556168E+001,-1.3698067E+001,-1.3472441E+001,-2.3777857E+000, 2.3154434E-002, 0.0000000E+000, 0.0000000E+000, 5.6016626E+000, 6.0310295E+000,-6.1339170E-001, 1.3657545E-003,-9.8770085E-003
 2.0200029E+001, 3.3130280E+001,-1.2859694E+001,-1.5348966E+001,-2.6869539E+000, 2.2904892E-002, 0.0000000E+000, 0.0000000E+000, 2.3464598E+000, 2.2575704E+000,-6.0626388E-001, 1.3654931E-003,-1.0879785E-002
 2.0400213E+001, 2.7805672E+001,-1.1011593E+001,-1.3239348E+001,-2.8029004E+000, 2.2350128E-002, 0.0000000E+000, 0.0000000E+000, 3.3993161E-001, 7.7418049E-001,-6.1476860E-001, 1.3662224E-003,-9.5011255E-003
 2.0600397E+001, 3.2370996E+001,-1.2494147E+001,-1.2913549E+001,-2.8232010E+000, 2.2125067E-002, 0.0000000E+000, 0.0000000E+000, 4.1053722E+000, 4.1622237E+000,-6.1594479E-001, 1.3662897E-003,-9.2510914E-003
 2.0800581E+001, 3.6379566E+001,-1.3873956E+001,-1.3301681E+001,-3.0186961E+000, 2.3246454E-002, 0.0000000E+000, 0.0000000E+000, 6.1852108E+000, 6.2084789E+000,-6.1433919E-001, 1.3690310E-003,-9.4541311E-003
 2.1000006E+001, 3.5490094E+001,-1.3624391E+001,-1.7020534E+001,-3.5791500E+000, 2.3573520E-002, 0.0000000E+000, 0.0000000E+000, 8.0021839E-001, 1.2895927E+000,-5.9951798E-001, 1.3716718E-003,-1.2135523E-002
