cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
14.3440,0.0002,-0.0002,0.0002,0.0040,0.0108,0.0000,-0.0002,0.0004,0.0062,0.0140,-0.0002,-0.0004,0.0009,0.0071,0.0122
14.3880,-0.0002,0.0004,-0.0004,0.0044,0.0113,-0.0002,0.0002,-0.0004,0.0064,0.0146,-0.0004,0.0002,-0.0002,0.0073,0.0117
14.4320,-0.0002,-0.0004,0.0000,0.0051,0.0108,-0.0000,-0.0002,0.0002,0.0069,0.0140,-0.0002,-0.0004,0.0004,0.0082,0.0118
14.4760,0.0002,-0.0002,0.0000,0.0044,0.0108,0.0002,-0.0004,0.0000,0.0062,0.0139,0.0000,-0.0004,0.0004,0.0077,0.0111
14.5200,0.0000,-0.0002,-0.0005,0.0042,0.0102,-0.0000,-0.0002,-0.0004,0.0064,0.0137,-0.0004,-0.0002,-0.0004,0.0078,0.0113
14.5640,0.0000,-0.0000,-0.0000,0.0040,0.0104,0.0000,-0.0002,0.0002,0.0067,0.0140,-0.0002,-0.0002,0.0005,0.0078,0.0115
14.6080,-0.0002,0.0002,0.0000,0.0033,0.0104,-0.0002,0.0004,0.0002,0.0060,0.0140,-0.0005,0.0004,0.0004,0.0073,0.0115
14.6520,0.0002,-0.0002,-0.0002,0.0029,0.0104,0.0002,-0.0002,-0.0002,0.0060,0.0137,0.0002,-0.0004,0.0000,0.0073,0.0102
14.6960,0.0004,0.0000,-0.0004,0.0024,0.0104,0.0002,0.0000,-0.0004,0.0053,0.0140,0.0002,-0.0002,-0.0002,0.0067,0.0106
14.7400,-0.0002,0.0004,-0.0002,0.0033,0.0102,-0.0002,0.0004,-0.0002,0.0064,0.0139,-0.0005,0.0004,0.0000,0.0078,0.0115
14.7840,-0.0002,0.0002,-0.0004,0.0020,0.0097,-0.0000,0.0000,-0.0002,0.0053,0.0129,-0.0002,0.0002,-0.0002,0.0060,0.0106
14.8280,-0.0002,0.0002,-0.0004,0.0022,0.0093,-0.0002,0.0002,-0.0004,0.0055,0.0126,-0.0005,-0.0000,-0.0004,0.0064,0.0108
14.8720,-0.0002,-0.0004,-0.0009,0.0024,0.0097,-0.0002,-0.0004,-0.0011,0.0051,0.0126,-0.0004,-0.0004,-0.0011,0.0066,0.0109
14.9160,0.0005,-0.0002,-0.0004,0.0020,0.0098,0.0005,-0.0004,-0.0004,0.0053,0.0131,0.0004,-0.0002,-0.0004,0.0060,0.0102
14.9600,0.0000,-0.0002,-0.0002,0.0020,0.0098,0.0000,-0.0002,-0.0000,0.0051,0.0129,0.0002,-0.0002,0.0000,0.0062,0.0106
15.0040,0.0002,0.0002,-0.0000,0.0022,0.0097,0.0002,-0.0000,0.0000,0.0057,0.0126,0.0000,0.0000,0.0002,0.0062,0.0097
15.0480,-0.0002,-0.0000,-0.0002,0.0007,0.0091,-0.0002,0.0000,-0.0002,0.0040,0.0124,-0.0004,0.0000,-0.0000,0.0042,0.0097
15.0920,-0.0004,-0.0000,-0.0009,0.0009,0.0097,-0.0000,-0.0002,-0.0009,0.0038,0.0128,-0.0002,-0.0002,-0.0004,0.0040,0.0097
15.1360,-0.0004,-0.0004,-0.0000,0.0018,0.0091,-0.0004,-0.0004,-0.0000,0.0046,0.0122,-0.0005,-0.0004,0.0004,0.0049,0.0095
15.1800,-0.0002,0.0002,-0.0002,0.0016,0.0089,-0.0002,0.0002,-0.0000,0.0042,0.0120,-0.0004,0.0002,-0.0000,0.0044,0.0091
15.2240,0.0002,-0.0000,0.0000,0.0016,0.0082,0.0004,0.0000,0.0002,0.0044,0.0113,0.0002,0.0000,0.0004,0.0046,0.0091
15.2680,-0.0002,0.0004,0.0000,0.0018,0.0082,-0.0000,0.0004,0.0000,0.0046,0.0115,-0.0002,0.0004,0.0002,0.0046,0.0089
15.3120,0.0000,-0.0004,-0.0007,0.0020,0.0088,0.0000,-0.0002,-0.0007,0.0047,0.0124,-0.0004,-0.0004,-0.0007,0.0046,0.0093
15.3560,-0.0002,0.0002,-0.0002,0.0016,0.0082,-0.0004,0.0002,-0.0002,0.0044,0.0117,-0.0007,0.0000,-0.0000,0.0042,0.0091
15.4000,-0.0004,0.0000,-0.0002,0.0015,0.0080,-0.0004,0.0002,-0.0002,0.0040,0.0113,-0.0005,0.0002,-0.0000,0.0038,0.0082
15.4440,-0.0002,0.0000,-0.0002,0.0015,0.0075,-0.0002,0.0000,-0.0002,0.0038,0.0109,-0.0004,-0.0000,-0.0002,0.0038,0.0088
15.4880,0.0002,0.0004,-0.0004,0.0013,0.0080,0.0002,0.0004,-0.0005,0.0035,0.0115,0.0002,0.0002,-0.0005,0.0036,0.0086
15.5320,0.0004,-0.0000,-0.0002,0.0015,0.0082,0.0002,-0.0002,-0.0002,0.0036,0.0115,0.0002,-0.0002,-0.0000,0.0040,0.0088
15.5760,-0.0004,-0.0005,-0.0002,0.0020,0.0078,-0.0002,-0.0005,-0.0002,0.0042,0.0108,-0.0005,-0.0005,-0.0002,0.0047,0.0086
15.6200,-0.0007,-0.0000,-0.0004,0.0018,0.0073,-0.0007,-0.0002,-0.0004,0.0042,0.0098,-0.0011,-0.0000,-0.0004,0.0047,0.0080
15.6640,0.0005,-0.0000,0.0000,0.0015,0.0069,0.0004,-0.0000,0.0002,0.0038,0.0095,0.0002,-0.0002,0.0004,0.0040,0.0082
15.7080,0.0000,0.0002,-0.0004,0.0009,0.0067,-0.0000,0.0002,-0.0004,0.0033,0.0093,-0.0002,0.0002,-0.0002,0.0035,0.0078
15.7520,-0.0000,0.0004,-0.0004,0.0009,0.0067,-0.0000,0.0004,-0.0002,0.0036,0.0089,-0.0000,0.0005,-0.0002,0.0038,0.0077
15.7960,-0.0002,-0.0002,-0.0000,0.0016,0.0071,-0.0002,0.0002,-0.0002,0.0038,0.0097,-0.0004,-0.0002,0.0002,0.0038,0.0077
15.8400,0.0000,-0.0002,-0.0002,0.0005,0.0067,0.0002,-0.0000,-0.0002,0.0027,0.0091,-0.0000,-0.0002,-0.0002,0.0022,0.0077
15.8840,-0.0000,-0.0004,-0.0002,0.0009,0.0073,-0.0002,-0.0004,-0.0000,0.0033,0.0097,-0.0002,-0.0004,0.0002,0.0027,0.0075
15.9280,-0.0002,0.0002,-0.0009,0.0009,0.0067,-0.0002,-0.0002,-0.0011,0.0035,0.0091,-0.0005,-0.0002,-0.0011,0.0026,0.0078
15.9720,-0.0002,-0.0002,-0.0002,0.0007,0.0060,-0.0004,-0.0002,-0.0002,0.0035,0.0078,-0.0000,-0.0002,-0.0000,0.0018,0.0069
16.0160,0.0000,-0.0002,-0.0000,0.0009,0.0067,-0.0000,-0.0000,-0.0000,0.0036,0.0088,-0.0002,-0.0002,0.0000,0.0022,0.0071
16.0600,0.0002,0.0002,-0.0005,0.0009,0.0057,0.0002,0.0002,-0.0004,0.0029,0.0075,0.0000,0.0002,-0.0002,0.0018,0.0067
16.1040,-0.0004,0.0005,-0.0004,0.0013,0.0060,-0.0002,0.0005,-0.0005,0.0036,0.0077,-0.0005,0.0005,-0.0005,0.0026,0.0073
16.1480,0.0000,0.0002,-0.0002,0.0005,0.0066,0.0002,0.0000,-0.0002,0.0024,0.0086,0.0000,0.0002,-0.0002,0.0013,0.0071
16.1920,-0.0000,-0.0004,-0.0005,0.0015,0.0062,-0.0000,-0.0004,-0.0005,0.0033,0.0080,-0.0002,-0.0004,-0.0004,0.0024,0.0071
16.2360,0.0002,0.0002,0.0004,0.0009,0.0060,0.0002,0.0002,0.0004,0.0026,0.0080,-0.0000,0.0002,0.0004,0.0018,0.0075
16.2800,-0.0000,-0.0004,-0.0000,0.0013,0.0060,-0.0000,-0.0004,-0.0000,0.0029,0.0080,-0.0002,-0.0005,-0.0000,0.0020,0.0067
16.3240,-0.0000,-0.0002,-0.0005,0.0013,0.0057,-0.0002,-0.0000,-0.0004,0.0027,0.0077,-0.0004,-0.0002,-0.0004,0.0018,0.0060
16.3680,-0.0004,0.0000,-0.0002,0.0011,0.0053,-0.0004,0.0000,-0.0002,0.0026,0.0073,-0.0005,0.0002,-0.0002,0.0015,0.0057
16.4120,0.0000,-0.0000,-0.0004,0.0009,0.0055,0.0000,-0.0002,-0.0004,0.0026,0.0077,-0.0000,-0.0000,-0.0004,0.0015,0.0066
16.4560,-0.0002,-0.0004,-0.0004,0.0009,0.0053,-0.0002,-0.0005,-0.0004,0.0026,0.0075,-0.0004,-0.0005,-0.0004,0.0013,0.0058
16.5000,0.0002,0.0002,-0.0004,0.0004,0.0049,0.0000,0.0002,-0.0005,0.0022,0.0069,-0.0002,0.0002,-0.0005,0.0007,0.0055
16.5440,-0.0002,-0.0000,-0.0005,0.0011,0.0053,-0.0002,-0.0002,-0.0005,0.0029,0.0073,-0.0005,-0.0002,-0.0005,0.0016,0.0057
16.5880,-0.0005,-0.0002,-0.0005,0.0009,0.0046,-0.0005,-0.0002,-0.0007,0.0026,0.0064,-0.0009,-0.0004,-0.0005,0.0013,0.0046
16.6320,0.0002,0.0004,-0.0005,0.0020,0.0053,0.0002,0.0005,-0.0009,0.0036,0.0073,-0.0002,0.0005,-0.0007,0.0024,0.0053
16.6760,0.0000,-0.0005,-0.0005,0.0009,0.0047,0.0002,-0.0007,-0.0005,0.0026,0.0066,-0.0000,-0.0007,-0.0005,0.0013,0.0053
16.7200,0.0002,0.0000,-0.0000,0.0013,0.0047,0.0002,0.0000,-0.0002,0.0027,0.0067,0.0000,0.0000,-0.0000,0.0016,0.0055
16.7640,-0.0002,0.0002,0.0002,0.0002,0.0047,-0.0002,0.0002,0.0002,0.0015,0.0066,-0.0005,0.0002,0.0004,0.0002,0.0051
16.8080,-0.0002,0.0005,-0.0004,0.0009,0.0051,-0.0000,0.0005,-0.0005,0.0022,0.0067,-0.0002,0.0007,-0.0004,0.0009,0.0058
16.8520,-0.0002,-0.0002,0.0000,0.0015,0.0047,-0.0000,-0.0002,0.0000,0.0029,0.0064,-0.0002,-0.0002,0.0002,0.0015,0.0051
16.8960,-0.0004,0.0000,-0.0004,0.0016,0.0047,-0.0004,-0.0000,-0.0005,0.0029,0.0064,-0.0005,0.0000,-0.0005,0.0018,0.0055
16.9400,0.0002,-0.0004,-0.0000,0.0011,0.0044,0.0002,-0.0005,0.0000,0.0022,0.0058,0.0000,-0.0005,0.0000,0.0011,0.0053
16.9840,-0.0002,-0.0002,-0.0002,0.0016,0.0042,-0.0000,0.0000,-0.0000,0.0024,0.0055,-0.0004,-0.0002,0.0002,0.0016,0.0049
17.0280,-0.0002,-0.0004,-0.0000,0.0015,0.0040,-0.0002,-0.0005,-0.0002,0.0022,0.0053,-0.0004,-0.0005,0.0000,0.0013,0.0055
17.0720,-0.0004,-0.0002,-0.0004,0.0018,0.0042,-0.0004,-0.0002,-0.0002,0.0027,0.0057,-0.0007,-0.0002,-0.0004,0.0016,0.0053
17.1160,-0.0004,-0.0000,-0.0000,0.0007,0.0042,-0.0004,-0.0000,-0.0000,0.0016,0.0053,-0.0005,-0.0002,-0.0000,0.0002,0.0044
17.1600,-0.0002,0.0002,-0.0004,0.0013,0.0040,-0.0000,0.0004,-0.0005,0.0024,0.0053,-0.0002,0.0002,-0.0002,0.0013,0.0049
17.2040,0.0002,0.0002,-0.0004,0.0011,0.0042,0.0002,0.0002,-0.0004,0.0022,0.0055,0.0002,0.0004,-0.0004,0.0011,0.0044
17.2480,0.0002,-0.0000,0.0000,0.0005,0.0042,0.0002,-0.0000,-0.0000,0.0015,0.0055,0.0000,-0.0000,0.0000,0.0004,0.0049
17.2920,-0.0002,0.0000,-0.0005,0.0009,0.0044,-0.0002,0.0000,-0.0005,0.0018,0.0057,-0.0004,0.0000,-0.0005,0.0007,0.0044
17.3360,-0.0002,-0.0000,-0.0002,0.0013,0.0040,-0.0002,-0.0000,-0.0002,0.0026,0.0055,-0.0004,-0.0000,-0.0002,0.0015,0.0044
17.3800,-0.0004,0.0002,-0.0007,0.0011,0.0035,-0.0004,0.0000,-0.0007,0.0022,0.0046,-0.0005,0.0002,-0.0007,0.0011,0.0046
17.4240,-0.0004,0.0002,0.0000,0.0013,0.0040,-0.0004,0.0002,-0.0000,0.0022,0.0055,-0.0005,0.0000,0.0000,0.0015,0.0044
17.4680,0.0002,-0.0002,-0.0004,0.0005,0.0036,0.0002,-0.0002,-0.0004,0.0013,0.0046,0.0000,-0.0004,-0.0004,0.0007,0.0046
17.5120,-0.0000,-0.0002,-0.0002,0.0005,0.0046,-0.0000,-0.0002,-0.0004,0.0013,0.0058,-0.0002,-0.0002,-0.0002,0.0005,0.0047
17.5560,-0.0002,0.0002,-0.0005,0.0007,0.0036,-0.0002,0.0002,-0.0005,0.0013,0.0047,-0.0004,0.0002,-0.0005,0.0007,0.0046
17.6000,0.0002,-0.0007,-0.0007,0.0009,0.0042,0.0002,-0.0007,-0.0007,0.0016,0.0049,0.0002,-0.0009,-0.0007,0.0011,0.0042
17.6440,0.0002,-0.0000,0.0000,0.0009,0.0036,0.0004,-0.0000,0.0002,0.0016,0.0044,0.0004,-0.0000,0.0004,0.0011,0.0038
17.6880,0.0002,0.0004,-0.0002,0.0005,0.0038,0.0002,0.0004,-0.0002,0.0013,0.0046,-0.0000,0.0004,-0.0002,0.0007,0.0038
17.7320,0.0004,-0.0002,0.0002,0.0002,0.0033,0.0004,-0.0002,0.0002,0.0007,0.0040,0.0005,-0.0002,0.0004,0.0002,0.0040
17.7760,0.0000,-0.0004,-0.0009,0.0002,0.0036,-0.0000,-0.0004,-0.0009,0.0007,0.0042,-0.0002,-0.0004,-0.0009,0.0004,0.0040
17.8200,-0.0000,0.0004,0.0000,0.0005,0.0036,-0.0000,0.0005,0.0000,0.0011,0.0042,-0.0004,0.0004,0.0002,0.0007,0.0038
17.8640,-0.0000,-0.0004,-0.0002,0.0007,0.0038,0.0002,-0.0004,-0.0002,0.0015,0.0044,-0.0002,-0.0005,-0.0002,0.0009,0.0035
17.9080,-0.0002,0.0002,-0.0000,0.0002,0.0035,-0.0000,0.0002,-0.0002,0.0007,0.0038,-0.0004,0.0002,-0.0000,0.0005,0.0036
17.9520,-0.0000,-0.0000,0.0002,0.0000,0.0036,-0.0000,-0.0000,0.0002,0.0007,0.0042,-0.0004,-0.0000,0.0002,0.0000,0.0024
17.9960,-0.0002,0.0005,-0.0004,0.0013,0.0031,-0.0002,0.0005,-0.0002,0.0018,0.0036,-0.0005,0.0005,-0.0002,0.0015,0.0033
18.0400,-0.0000,0.0002,-0.0002,0.0004,0.0033,0.0000,0.0002,-0.0002,0.0009,0.0036,-0.0002,0.0000,0.0000,0.0005,0.0026
18.0840,-0.0000,-0.0004,-0.0004,0.0011,0.0036,-0.0002,-0.0004,-0.0004,0.0018,0.0042,-0.0004,-0.0004,-0.0004,0.0015,0.0031
18.1280,-0.0002,-0.0000,-0.0007,0.0007,0.0031,0.0000,-0.0002,-0.0007,0.0013,0.0033,-0.0004,-0.0000,-0.0009,0.0009,0.0035
18.1720,-0.0000,0.0002,-0.0002,0.0004,0.0033,0.0000,0.0002,-0.0002,0.0009,0.0036,-0.0002,0.0002,-0.0000,0.0004,0.0029
18.2160,-0.0002,0.0002,-0.0004,-0.0000,0.0035,-0.0002,0.0002,-0.0004,0.0005,0.0038,-0.0005,0.0002,-0.0002,-0.0002,0.0027
18.2600,0.0002,0.0000,-0.0000,-0.0002,0.0029,0.0002,0.0000,0.0000,0.0002,0.0035,0.0002,0.0000,0.0002,-0.0004,0.0035
18.3040,-0.0002,-0.0002,-0.0002,0.0004,0.0026,-0.0002,-0.0004,-0.0002,0.0009,0.0027,-0.0005,-0.0004,0.0000,0.0004,0.0031
18.3480,0.0002,0.0000,-0.0004,0.0000,0.0026,0.0002,-0.0000,-0.0004,0.0007,0.0031,-0.0000,-0.0002,-0.0004,-0.0000,0.0026
18.3920,-0.0004,-0.0002,-0.0004,0.0004,0.0024,-0.0002,-0.0002,-0.0004,0.0011,0.0031,-0.0005,-0.0002,-0.0004,0.0002,0.0022
18.4360,-0.0002,-0.0002,-0.0005,0.0004,0.0026,-0.0002,-0.0002,-0.0007,0.0011,0.0033,-0.0004,-0.0004,-0.0004,0.0004,0.0026
18.4800,0.0000,-0.0002,-0.0004,-0.0002,0.0026,0.0000,-0.0002,-0.0004,0.0005,0.0031,-0.0000,-0.0002,-0.0004,-0.0002,0.0024
18.5240,0.0000,0.0002,-0.0000,0.0004,0.0024,-0.0000,0.0004,0.0000,0.0013,0.0029,-0.0002,0.0004,0.0002,0.0005,0.0018
18.5680,0.0000,0.0000,0.0000,0.0000,0.0026,0.0000,-0.0000,0.0002,0.0007,0.0035,-0.0000,-0.0000,0.0002,0.0000,0.0024
18.6120,0.0002,-0.0004,-0.0004,-0.0000,0.0024,0.0002,-0.0004,-0.0004,0.0005,0.0029,0.0000,-0.0005,-0.0004,-0.0002,0.0024
18.6560,-0.0004,-0.0002,-0.0004,0.0007,0.0024,-0.0004,-0.0002,-0.0004,0.0015,0.0031,-0.0007,-0.0002,-0.0004,0.0009,0.0022
18.7000,-0.0000,-0.0004,-0.0002,0.0000,0.0024,-0.0002,-0.0004,-0.0002,0.0005,0.0033,-0.0002,-0.0004,-0.0002,0.0002,0.0020
18.7440,0.0002,-0.0004,0.0000,0.0007,0.0024,0.0002,-0.0002,0.0000,0.0013,0.0029,-0.0000,-0.0002,0.0002,0.0007,0.0024
18.7880,0.0000,0.0002,-0.0004,0.0005,0.0026,-0.0000,0.0002,-0.0004,0.0011,0.0035,-0.0002,0.0002,-0.0004,0.0007,0.0015
18.8320,-0.0000,0.0002,-0.0005,0.0000,0.0026,-0.0000,0.0004,-0.0005,0.0005,0.0035,-0.0004,0.0004,-0.0004,-0.0002,0.0020
18.8760,0.0002,-0.0000,-0.0004,0.0002,0.0026,0.0002,-0.0002,-0.0004,0.0005,0.0035,0.0002,-0.0000,-0.0004,0.0000,0.0020
18.9200,0.0002,0.0000,-0.0005,0.0005,0.0026,0.0002,0.0002,-0.0007,0.0009,0.0035,0.0002,0.0000,-0.0007,0.0005,0.0018
18.9640,0.0002,0.0002,-0.0002,0.0004,0.0024,0.0000,0.0000,-0.0004,0.0007,0.0031,-0.0000,0.0000,-0.0002,0.0002,0.0022
19.0080,0.0002,0.0000,-0.0002,0.0004,0.0022,0.0002,0.0000,-0.0002,0.0005,0.0029,0.0002,-0.0000,0.0000,0.0004,0.0018
19.0520,-0.0002,0.0002,-0.0002,0.0009,0.0022,-0.0000,0.0000,-0.0002,0.0013,0.0027,-0.0004,-0.0002,-0.0002,0.0009,0.0018
19.0960,-0.0004,0.0002,-0.0002,-0.0002,0.0020,-0.0004,0.0002,-0.0002,-0.0000,0.0024,-0.0004,0.0002,-0.0002,-0.0005,0.0018
19.1400,-0.0000,-0.0002,-0.0005,0.0004,0.0026,-0.0000,-0.0002,-0.0005,0.0007,0.0029,-0.0002,-0.0002,-0.0005,0.0004,0.0016
19.1840,0.0004,0.0002,-0.0005,0.0004,0.0022,0.0004,0.0002,-0.0005,0.0005,0.0024,0.0002,0.0002,-0.0005,0.0004,0.0011
19.2280,-0.0005,-0.0002,-0.0002,0.0002,0.0024,-0.0005,-0.0002,-0.0002,0.0005,0.0024,-0.0009,-0.0002,-0.0002,0.0002,0.0015
19.2720,-0.0000,-0.0002,-0.0000,0.0002,0.0024,-0.0000,-0.0000,-0.0002,0.0004,0.0022,-0.0004,-0.0000,-0.0000,0.0002,0.0013
19.3160,0.0000,0.0002,0.0002,-0.0000,0.0024,-0.0000,0.0002,0.0002,0.0000,0.0026,-0.0002,0.0002,0.0004,-0.0002,0.0011
19.3600,0.0004,-0.0002,-0.0000,0.0002,0.0018,0.0004,-0.0002,-0.0000,0.0004,0.0016,0.0002,-0.0002,0.0000,0.0002,0.0005
19.4040,0.0002,0.0002,-0.0005,0.0005,0.0022,0.0004,0.0002,-0.0005,0.0009,0.0020,-0.0007,0.0002,-0.0005,0.0005,0.0015
19.4480,-0.0002,-0.0004,-0.0004,0.0004,0.0022,-0.0002,-0.0004,-0.0004,0.0004,0.0024,-0.0004,-0.0005,-0.0004,0.0004,0.0011
19.4920,0.0002,-0.0002,-0.0004,-0.0002,0.0016,0.0002,-0.0002,-0.0004,0.0002,0.0016,0.0002,-0.0002,-0.0004,-0.0000,0.0004
19.5360,-0.0000,-0.0002,0.0000,0.0009,0.0018,-0.0002,0.0000,0.0000,0.0011,0.0016,-0.0002,0.0004,0.0002,0.0009,0.0016
19.5800,0.0002,0.0002,-0.0004,0.0005,0.0016,0.0004,0.0000,-0.0002,0.0007,0.0015,0.0002,0.0002,-0.0002,0.0005,0.0011
19.6240,0.0002,-0.0002,-0.0004,-0.0000,0.0018,0.0002,-0.0002,-0.0004,-0.0000,0.0018,0.0002,-0.0004,-0.0004,-0.0002,0.0007
19.6680,0.0002,-0.0000,-0.0002,-0.0004,0.0013,0.0002,-0.0000,-0.0002,-0.0004,0.0022,0.0000,-0.0000,-0.0000,-0.0005,0.0009
19.7120,-0.0002,-0.0000,-0.0002,0.0011,0.0016,-0.0002,0.0000,-0.0002,0.0011,0.0016,-0.0004,0.0002,-0.0000,0.0009,0.0009
19.7560,-0.0004,0.0000,-0.0005,0.0005,0.0013,-0.0005,-0.0000,-0.0004,0.0005,0.0011,-0.0007,-0.0000,-0.0004,0.0005,0.0009
19.8000,-0.0000,-0.0004,-0.0000,0.0004,0.0013,-0.0002,-0.0004,0.0000,0.0005,0.0009,-0.0004,-0.0004,0.0002,0.0002,0.0011
19.8440,-0.0007,0.0002,-0.0004,0.0011,0.0015,-0.0004,0.0000,-0.0004,0.0013,0.0011,-0.0005,0.0002,-0.0004,0.0011,0.0015
19.8880,0.0000,0.0000,0.0000,0.0007,0.0018,-0.0000,0.0000,-0.0000,0.0009,0.0015,-0.0002,0.0002,0.0002,0.0009,0.0013
19.9320,0.0000,0.0002,-0.0004,0.0002,0.0015,0.0000,0.0002,-0.0002,0.0004,0.0013,-0.0002,0.0002,-0.0002,0.0002,0.0011
19.9760,0.0002,0.0002,0.0002,0.0000,0.0018,0.0000,0.0002,0.0004,0.0002,0.0016,-0.0002,0.0002,0.0004,-0.0002,0.0009
20.0200,-0.0002,0.0002,-0.0005,0.0002,0.0015,-0.0002,0.0002,-0.0005,0.0002,0.0013,-0.0005,0.0004,-0.0005,-0.0002,0.0005
20.0640,-0.0002,-0.0002,-0.0004,0.0004,0.0016,-0.0002,-0.0000,-0.0004,0.0005,0.0015,-0.0005,-0.0000,-0.0004,0.0004,0.0005
20.1080,-0.0004,0.0002,-0.0004,0.0002,0.0016,-0.0002,0.0002,-0.0004,0.0004,0.0015,-0.0004,0.0002,-0.0004,0.0000,0.0009
20.1520,0.0002,-0.0004,-0.0004,0.0005,0.0013,0.0004,-0.0004,-0.0004,0.0005,0.0009,0.0002,-0.0004,-0.0004,0.0004,0.0005
20.1960,0.0000,0.0002,-0.0000,0.0004,0.0013,0.0000,0.0004,-0.0002,0.0005,0.0009,-0.0002,0.0004,0.0002,0.0004,0.0002
20.2400,0.0002,0.0000,-0.0002,0.0004,0.0016,0.0002,0.0000,-0.0002,0.0005,0.0013,-0.0000,-0.0000,-0.0002,0.0004,0.0005
20.2840,0.0000,0.0000,-0.0000,0.0009,0.0016,0.0000,0.0000,0.0002,0.0013,0.0015,-0.0002,-0.0000,0.0002,0.0011,0.0007
20.3280,-0.0002,-0.0000,-0.0004,0.0002,0.0015,-0.0002,-0.0002,-0.0004,0.0002,0.0013,-0.0004,-0.0002,-0.0002,-0.0000,0.0013
20.3720,-0.0002,-0.0002,-0.0000,0.0005,0.0011,-0.0002,-0.0002,0.0000,0.0007,0.0011,-0.0004,0.0000,0.0002,0.0005,0.0013
20.4160,0.0000,-0.0000,-0.0004,0.0002,0.0009,-0.0000,-0.0002,-0.0004,0.0002,0.0011,-0.0002,0.0002,-0.0004,-0.0000,0.0009
20.4600,-0.0000,-0.0002,-0.0005,0.0004,0.0013,0.0002,-0.0002,-0.0005,0.0004,0.0013,0.0002,-0.0002,-0.0005,0.0002,0.0011
20.5040,-0.0000,-0.0000,-0.0005,0.0004,0.0005,-0.0000,-0.0000,-0.0005,0.0005,0.0005,-0.0002,-0.0000,-0.0005,0.0004,0.0009
20.5480,0.0000,0.0002,-0.0002,0.0005,0.0011,0.0000,0.0002,-0.0004,0.0005,0.0013,-0.0002,0.0002,-0.0002,0.0004,0.0004
20.5920,0.0000,0.0002,-0.0002,-0.0000,0.0009,0.0002,0.0002,-0.0002,0.0002,0.0011,0.0000,0.0002,-0.0002,-0.0002,0.0005
20.6360,-0.0005,0.0000,0.0000,0.0005,0.0007,-0.0004,0.0002,0.0000,0.0005,0.0009,-0.0009,0.0002,0.0004,0.0004,0.0007
20.6800,-0.0002,-0.0000,-0.0002,0.0007,0.0007,-0.0000,-0.0002,-0.0002,0.0007,0.0007,-0.0004,-0.0002,-0.0002,0.0007,0.0009
20.7240,0.0002,-0.0002,-0.0004,0.0002,0.0009,0.0002,-0.0002,-0.0002,0.0002,0.0007,-0.0002,-0.0002,-0.0002,-0.0000,0.0005
20.7680,-0.0000,-0.0002,-0.0005,0.0005,0.0013,0.0000,-0.0000,-0.0004,0.0007,0.0015,-0.0002,-0.0002,-0.0005,0.0005,0.0007
20.8120,0.0004,-0.0000,-0.0004,-0.0000,0.0007,0.0000,-0.0000,-0.0004,0.0000,0.0007,0.0000,-0.0002,-0.0004,-0.0000,0.0009
20.8560,-0.0000,0.0002,-0.0004,0.0000,0.0009,-0.0000,0.0002,-0.0004,0.0000,0.0013,-0.0002,0.0002,-0.0004,-0.0002,0.0005
20.9000,-0.0002,-0.0000,-0.0002,0.0002,0.0013,0.0000,-0.0000,-0.0002,0.0004,0.0013,-0.0004,-0.0000,-0.0002,0.0002,0.0004
20.9440,-0.0000,-0.0002,-0.0004,0.0004,0.0009,-0.0000,-0.0002,-0.0004,0.0005,0.0011,-0.0004,-0.0004,-0.0004,0.0004,0.0004
20.9880,0.0004,-0.0000,-0.0002,0.0004,0.0007,0.0004,-0.0000,-0.0002,0.0005,0.0009,0.0002,-0.0000,-0.0002,0.0004,0.0009
21.0320,0.0002,0.0002,-0.0004,0.0007,0.0007,0.0002,0.0002,-0.0004,0.0009,0.0007,0.0002,0.0002,-0.0002,0.0007,0.0004
21.0760,-0.0000,-0.0002,-0.0000,0.0005,0.0007,-0.0000,-0.0002,0.0000,0.0007,0.0007,-0.0002,-0.0002,0.0002,0.0005,0.0004
21.1200,-0.0005,-0.0002,-0.0005,0.0002,0.0011,-0.0005,-0.0002,-0.0005,0.0000,0.0011,-0.0007,-0.0002,-0.0005,-0.0002,0.0005
21.1640,0.0002,-0.0000,-0.0002,0.0004,0.0009,0.0002,-0.0000,-0.0002,0.0004,0.0009,0.0000,0.0000,-0.0002,0.0002,0.0004
21.2080,0.0002,-0.0002,-0.0005,0.0005,0.0004,0.0002,0.0000,-0.0005,0.0005,0.0004,0.0000,-0.0000,-0.0005,0.0005,0.0007
21.2520,0.0005,-0.0000,-0.0004,0.0009,0.0007,0.0004,-0.0000,-0.0002,0.0011,0.0007,0.0005,-0.0002,-0.0002,0.0011,0.0005
21.2960,0.0002,0.0000,-0.0000,0.0002,0.0007,0.0002,0.0000,-0.0000,0.0004,0.0007,0.0000,0.0000,0.0000,0.0002,0.0004
21.3400,0.0000,0.0000,-0.0002,0.0004,0.0011,0.0000,-0.0000,-0.0002,0.0004,0.0013,-0.0002,-0.0000,-0.0000,0.0002,0.0005
21.3840,0.0002,0.0000,-0.0002,0.0009,0.0009,0.0002,0.0002,-0.0000,0.0011,0.0007,0.0002,0.0002,0.0000,0.0009,0.0007
